"STATION","NAME","DATE","AWND","DAEV","DAPR","DASF","EVAP","MDEV","MDPR","MDSF","MNPN","MXPN","PRCP","SN32","SN52","SNOW","SNWD","SX32","SX52","TAVG","TMAX","TMIN","TSUN","WDMV","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-15",,,,,,,,,,,"0.01",,,"0.0","4.0",,,,"36","32",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-16",,,,,,,,,,,"0.00",,,"0.0","4.0",,,,"32","27",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-17",,,,,,,,,,,"0.00",,,"0.0","4.0",,,,"28","20",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-18",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"32","19",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-19",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"29","19",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-20",,,,,,,,,,,"0.00",,,"0.1","3.0",,,,"26","14",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-21",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"28","12",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-22",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"30","13",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-23",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"37","23",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-24",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"29","19",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-25",,,,,,,,,,,"0.00",,,"0.0","3.0",,,,"27","15",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-26",,,,,,,,,,,"0.11",,,"1.4","4.0",,,,"32","23",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-27",,,,,,,,,,,"0.00",,,"0.0","4.0",,,,"27","17",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-28",,,,,,,,,,,"0.08",,,"0.4","4.0",,,,"30","15",,,,"    1",,,,,"    1",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-29",,,,,,,,,,,"0.65",,,"0.0","2.0",,,,"43","30",,,,"    1",,,,,"    1",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-30",,,,,,,,,,,"0.14",,,"0.1","2.0",,,,"40","33",,,,"    1",,,,,"    1",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-01-31",,,,,,,,,,,"0.00",,,"0.0","2.0",,,,"36","29",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-01",,,,,,,,,,,"0.01",,,"0.5","1.0",,,,"34","6",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-02",,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"14","0",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-03",,,,,,,,,,,"0.01",,,"0.1","1.0",,,,"32","11",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-04",,,,,,,,,,,"0.03",,,"0.1","1.0",,,,"36","32",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-05",,,,,,,,,,,"0.06",,,"0.4","1.0",,,,"33","28",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-06",,,,,,,,,,,"0.08",,,"0.0","1.0",,,,"39","25",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-07",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"37","21",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-08",,,,,,,,,,,"0.81",,,"0.0","0.0",,,,"53","35",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-09",,,,,,,,,,,"0.62",,,"1.4","1.0",,,,"54","22",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-10",,,,,,,,,,,"0.00",,,"0.0","1.0",,,,"22","14",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-11",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"28","13",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-12",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"39","25",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-13",,,,,,,,,,,"0.04",,,"0.0","0.0",,,,"40","33",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-14",,,,,,,,,,,"0.18",,,"0.0","0.0",,,,"38","31",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-15",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"34","29",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-16",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"33","16",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-17",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"22","8",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-18",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"29","9",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-19",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"45","28",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-20",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","19",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-21",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"24","11",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-22",,,,,,,,,,,"0.02",,,"0.4","0.0",,,,"29","21",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-23",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"30","18",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-24",,,,,,,,,,,"1.36",,,"0.0","0.0",,,,"57","30",,,,"    1",,,,,"    1",,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-25",,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"57","29",,,,,,,,,,,,,,"    1",,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-26",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"41","23",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-27",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"32","19",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-02-28",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"29","13",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-01",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","21",,,,"    1",,,"    1",,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-02",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"42","31",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-03",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"49","27",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-04",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"35","25",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-05",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"30","19",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-06",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"35","22",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-07",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","23",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-08",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"37","28",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-09",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"39","24",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-10",,,,,,,,,,,"0.06",,,"0.0","0.0",,,,"50","25",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-11",,,,,,,,,,,"0.10",,,"0.2","0.0",,,,"41","30",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-12",,,,,,,,,,,"0.16",,,"0.0","0.0",,,,"50","32",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-13",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"43","32",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-14",,,,,,,,,,,"0.07",,,"0.0","0.0",,,,"51","31",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-15",,,,,,,,,,,"0.44",,,"0.0","0.0",,,,"47","37",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-16",,,,,,,,,,,"0.63",,,"5.4","5.0",,,,"37","32",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-17",,,,,,,,,,,"0.06",,,"0.7","3.0",,,,"38","29",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-18",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","24",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-19",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"46","30",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-20",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"50","33",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-21",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"54","31",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-22",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"57","31",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-23",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"51","35",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-24",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"37","23",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-25",,,,,,,,,,,"0.01",,,"0.3","0.0",,,,"26","20",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-26",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"33","17",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-27",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"40","25",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-28",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"50","28",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-29",,,,,,,,,,,"0.01",,,"0.0","0.0",,,,"48","37",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-30",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"51","37",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-03-31",,,,,,,,,,,"0.07",,,"0.0","0.0",,,,"56","37",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-01",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"49","31",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-02",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"62","34",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-03",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"48","37",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-04",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"53","38",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-05",,,,,,,,,,,"0.29",,,"0.0","0.0",,,,"63","41",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-06",,,,,,,,,,,"0.26",,,"0.0","0.0",,,,"65","45",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-07",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"83","46",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-08",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"78","47",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-09",,,,,,,,,,,"0.40",,,"0.0","0.0",,,,"63","46",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-10",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"54","46",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-11",,,,,,,,,,,"0.60",,,"0.0","0.0",,,,"77","53",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-12",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"67","47",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-13",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"58","42",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-14",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"66","46",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-15",,,,,,,,,,,"0.72",,,"0.0","0.0",,,,"53","45",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-16",,,,,,,,,,,"0.05",,,"0.4","0.0",,,,"45","30",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-17",,,,,,,,,,,"0.01",,,"0.2","0.0",,,,"46","30",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-18",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"56","31",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-19",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"69","41",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-20",,,,,,,,,,,"0.35",,,"0.0","0.0",,,,"78","53",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-21",,,,,,,,,,,"0.44",,,"0.0","0.0",,,,"81","63",,,,"    1",,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-22",,,,,,,,,,,"0.19",,,"0.0","0.0",,,,"80","54",,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-23",,,,,,,,,,,"0.02",,,"0.0","0.0",,,,"74","45",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-24",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"62","44",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-25",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"62","48",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-26",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"77","47",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-27",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"64","48",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-28",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"64","45",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-29",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"77","51",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-04-30",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"87","57",,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-01",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"85","65",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-02",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"83","64",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-03",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"87","60",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-04",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"65","51",,,,"    1",,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-05",,,,,,,,,,,"0.05",,,"0.0","0.0",,,,"67","53",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-06",,,,,,,,,,,"0.16",,,"0.0","0.0",,,,"78","56",,,,,,"    1","    1",,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-07",,,,,,,,,,,"0.12",,,"0.0","0.0",,,,"70","54",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-08",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"77","50",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-09",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"82","57",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-10",,,,,,,,,,,"0.25",,,"0.0","0.0",,,,"86","61",,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-11",,,,,,,,,,,"0.36",,,"0.0","0.0",,,,"67","46",,,,,,"    1",,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-12",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"57","43",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-13",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"69","41",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-14",,,,,,,,,,,"0.06",,,"0.0","0.0",,,,"68","51",,,,,,,,,,,,,,,,,,,,,,,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2001-05-15",,,,,,,,,,,"0.00",,,"0.0","0.0",,,,"91","60",,,,,,,,,,,,,,,,,,,,,,,
